shape, chamfer_dist
ShapeNetV2/04256520/da07e1f3d336532c2346f81928a3e5eb, 0.0003727115452454591
ShapeNetV2/04256520/da77fefef637adc26eb9b08c8a74d159, 0.0010842074248806717
ShapeNetV2/04256520/da964fb2d92a461f6295e8bd02084b6, 0.0017490345578455879
ShapeNetV2/04256520/dac6d5f66189b340d4ffe37a3ab73512, 0.000455669822578686
ShapeNetV2/04256520/daf0e2193c5d1096540b442e651b7ad2, 0.0013557252773737385
ShapeNetV2/04256520/db01af2b84f8a9f615a72fd59f390cc3, 0.0004409590496238618
ShapeNetV2/04256520/db09115f98ebf4bc20768660cf080d12, 0.0007325387013987398
ShapeNetV2/04256520/db19747e2c5b126148cd16ceeddb841, 0.0001964511820796396
ShapeNetV2/04256520/db1ca6cab18d4084191c3762b497eca9, 0.0005677810632005256
ShapeNetV2/04256520/db7851745fb04cf732388c13cc4a0ba3, 0.0006111436742224485
ShapeNetV2/04256520/db851fe630734a8aee7d178666aae23d, 0.0009770370642152694
ShapeNetV2/04256520/dbadee62f27c31e9214c7379b0e80b7b, 0.00028728573479576305
ShapeNetV2/04256520/dbbf72729fafaf3737f67f4322e8d3d0, 0.0027706155727705373
ShapeNetV2/04256520/dc079a42bd90dcd9593ebeeedbff73b, 0.0032987304476186086
ShapeNetV2/04256520/dc2b5f9abce70f2b55f9a00acc25f137, 0.0009959236770676332
ShapeNetV2/04256520/dc35836a8c5bbdc919fb4103277a6b93, 0.00034205012834997496
ShapeNetV2/04256520/dc62af0b1d8af2c676e9713f57a5fcb6, 0.00039122993837648577
ShapeNetV2/04256520/dc6308addc91fd9eb9e8bdc9c4a49aa2, 0.00015282232315541047
ShapeNetV2/04256520/dca3a1737e2e3c5c6d0fc9460109eda7, 0.003970616245949469
ShapeNetV2/04256520/dcb434ec43228c7e98621bfaa41dc79c, 0.0008648831853299964
ShapeNetV2/04256520/dcba7668017df61ef51f77a6d7299806, 0.0005635378689322884
ShapeNetV2/04256520/dce866778584da8219eb0cf70882af88, 0.00023797640139913787
ShapeNetV2/04256520/dd1e9b6cfe8c2ff65ff61a3a2a0e2484, 0.0015824677909582782
ShapeNetV2/04256520/dd370ef3f3e8097abb9760cf9cd1a953, 0.02342543056131527
ShapeNetV2/04256520/dd375d24e534101b33f2b52ebeafcf18, 0.00034042840721388646
ShapeNetV2/04256520/dd4a6a955c925d7762fd9a1e220aec64, 0.00509501290256114
ShapeNetV2/04256520/dd6f44f5b788d5963d6d3c2fb78160fd, 0.0004586024217967785
ShapeNetV2/04256520/dd78c16d85780d6b413102507b68bcb5, 0.0003101787840620241
ShapeNetV2/04256520/dd7dc4e40e7d015c19fb4103277a6b93, 0.0004929974642168978
ShapeNetV2/04256520/dd85decc87fd988c524446331aa4f326, 0.00024893799365572033
ShapeNetV2/04256520/dd8de6dddffe302f84633b41c8a09fa0, 0.00033012349648406706
ShapeNetV2/04256520/dd9a138fd557c44f4a6b6d001599a1e5, 0.0012522427271894872
ShapeNetV2/04256520/dda3a0ecc85a337a593ebeeedbff73b, 0.00018822412620683943
ShapeNetV2/04256520/ddc31f9e7064be80f51f77a6d7299806, 0.0005757982519755414
ShapeNetV2/04256520/ddf7a59004522f04c366b8589aac6975, 0.00225518378273809
ShapeNetV2/04256520/de14f6786ddc7e11bd83c80a89cb8f94, 0.010294568696088817
ShapeNetV2/04256520/de1fc3a00a11e87af62af8489541547b, 0.00015841061860624234
ShapeNetV2/04256520/de2bb45b7e200d6916d102513d0383c0, 0.0017848730953018595
ShapeNetV2/04256520/de3589ff77017c7df15e23b99997e42b, 0.00610857016989709
ShapeNetV2/04256520/de4e483a1587da9fdb24ee630144f57f, 0.0018405716031374426
ShapeNetV2/04256520/de55a935ca4af29649a92ce7de587886, 0.0023806926288190175
ShapeNetV2/04256520/de5ac6717fb307e6b01c58badc8bbc39, 0.01397978113907017
ShapeNetV2/04256520/de6e76b4be0db5a0f81b347089add3de, 0.000756560759566811
ShapeNetV2/04256520/deb0889d902f08bef51f77a6d7299806, 0.0012509540575605137
ShapeNetV2/04256520/deb7ac5670e9bb27af8808fbf39db46b, 0.0007182185569072697
ShapeNetV2/04256520/debcadc4067158674ab1b242068f86fb, 0.0004707666757286408
ShapeNetV2/04256520/def69858279a9b23f841858369432cc, 0.002978343646190806
ShapeNetV2/04256520/df19f437c753b93a72814c9aa90ee14e, 0.0005128634270537977
ShapeNetV2/04256520/df2fd8e97036e287dce02b254c09566e, 0.006105544517821612
ShapeNetV2/04256520/df4ce626dc8b2a744b3c42e318f3affc, 0.010309237223695707
ShapeNetV2/04256520/df7cced6f0e5e65c26e55d59015dabc6, 0.0001901341528417972
ShapeNetV2/04256520/df912366bccfcc0258db0ef36af1d3c5, 0.0004166582085387195
ShapeNetV2/04256520/dfb54a98465dffeffcd08faf4fccd0f, 0.0003364356560911411
ShapeNetV2/04256520/dfc8656b5e7e6104feec1f13d2353f3, 0.0020523304778870613
ShapeNetV2/04256520/dfcc3ebaa7e5ff1720768660cf080d12, 0.002775747700786625
ShapeNetV2/04256520/dfda3c467eb6066fe6fe3612af521500, 0.001195480643343948
ShapeNetV2/04256520/e014e3cecb1bc2b949a3c1009fa79820, 0.00025676297119447717
ShapeNetV2/04256520/e03147a11bd7c10e3d23022ce06f940d, 0.0005521141009082901
ShapeNetV2/04256520/e03c28dbfe1f2d9638bb8355830240f9, 0.00015336722222329902
ShapeNetV2/04256520/e0591c0d35f82023610c2a68437007d6, 0.0015329299110922207
ShapeNetV2/04256520/e063706e52feb2db039d8689a74349, 0.00029650963071938213
ShapeNetV2/04256520/e09005010542d8193d28966b7ef7a935, 0.0010830535033038917
ShapeNetV2/04256520/e09efbe78b2adfc322d06a647cb73a3b, 0.0003079380590922257
ShapeNetV2/04256520/e0b897af3eee5ec8d8ac5d7ad0953104, 0.00038397573454917035
ShapeNetV2/04256520/e0c9ef28aff6484e6eb9b08c8a74d159, 0.00026547250446123656
ShapeNetV2/04256520/e0fd6cc8f2e62ed6d1151897037aebc, 0.0005449672121411626
ShapeNetV2/04256520/e12cf322cdec8ceb63860d683ccd0da, 0.0006860021318111293
ShapeNetV2/04256520/e1662c8dfabda9e76eb9b08c8a74d159, 0.0008581005614876447
ShapeNetV2/04256520/e17c6810519ba81a559916e9a5177b0e, 0.0001589770762881082
ShapeNetV2/04256520/e1e2ab3bc1d604752b4aa1e18549d620, 0.00019149011275970397
ShapeNetV2/04256520/e1fe7e3d2dbdfda9bb5bd941c6665c21, 0.000421020890686897
ShapeNetV2/04256520/e21b95b9dbfcbed28ccbec49bbc083f6, 0.0009297110859430835
ShapeNetV2/04256520/e2916cab74b3703763ffebf86d8dd00, 0.009972250380009607
ShapeNetV2/04256520/e2965d9df7974ba25369e32fb818f337, 0.0002477550260427894
ShapeNetV2/04256520/e29fbd1feb9659dc843ead12644a79bb, 0.0002487567626717894
ShapeNetV2/04256520/e2b1b05de388e7db3b52c6376e0759d3, 0.005173873225806722
ShapeNetV2/04256520/e2c68936d051b926646568c803ce68ef, 0.0009800263809080915
ShapeNetV2/04256520/e2ea1cd546d6cb4b94db33559ec0df30, 0.0002017984918216265
ShapeNetV2/04256520/e3610bdf0eb38f6b4b8710a3469971b1, 0.0008204360659710126
ShapeNetV2/04256520/e37b46236accac968cbb8bac2032149c, 0.00021290435884019503
ShapeNetV2/04256520/e389a5eaaa448a00d6bd2821a9079b28, 0.00012844703095232047
ShapeNetV2/04256520/e3992b75b446fb5af7c7ad2549a1b15, 0.00025339167680966615
ShapeNetV2/04256520/e3b28c9216617a638ab9d2d7b1d714, 0.01339879828021348
ShapeNetV2/04256520/e3c42f99d05348c6d456f2c60deb666b, 0.0006275768242488521
ShapeNetV2/04256520/e3ce79fd03b7a78d98661b9abac3e1f9, 0.00012799152051188637
ShapeNetV2/04256520/e3d3c8dfcb19d920cc3e9831f31c9164, 0.0003945284232391388
ShapeNetV2/04256520/e3f5405a4843343e91fa1c643766450d, 0.0026210871005252004
ShapeNetV2/04256520/e40e193e6468db644b3c42e318f3affc, 0.00044536007977521465
ShapeNetV2/04256520/e42f4a13086f847be55735bbf02fe10b, 0.00029315079184541644
ShapeNetV2/04256520/e46d448389af3fe4500158c23c4c5a8e, 0.0006089894688137623
ShapeNetV2/04256520/e471ff9cacad70d391fa1c643766450d, 0.0007216032751008792
ShapeNetV2/04256520/e481539e23b4665e20768660cf080d12, 0.0012088654406526194
ShapeNetV2/04256520/e48455c2ad642df1febad4f49b26ec52, 0.0003319072398651171
ShapeNetV2/04256520/e491dc151c8e801186abe5555a3b447d, 0.0009322529784518336
ShapeNetV2/04256520/e49c0df0a42bdbecc4b4c7225ff8487e, 0.0002875306627412359
ShapeNetV2/04256520/e4e0f428fcaa01bd19fb4103277a6b93, 0.000515403260268431
ShapeNetV2/04256520/e51d445efd61b1e4e1296b473bec7902, 0.014788143667129614
ShapeNetV2/04256520/e541933c90eec36182db9fca4b68095, 0.0010998659803965834
ShapeNetV2/04256520/e55e87415f0c23baa1845d2858b500eb, 0.00012928267982981426
ShapeNetV2/04256520/e59bd11e144f6ca49aff919557ab16d, 0.0003020775215297791
ShapeNetV2/04256520/e5a4cb87310ec996e649b526d4e1735a, 0.002882889990534707
ShapeNetV2/04256520/e5b0d8cabce54f524b3c42e318f3affc, 0.005024702241310522
ShapeNetV2/04256520/e5d5c0cfeea2fdd11b17743c18fb63dc, 0.00031283986118706673
ShapeNetV2/04256520/e5da166f78544aabd37035c74acfab37, 0.00021344304774680695
ShapeNetV2/04256520/e5dee68606d47d3aca9b40e76e725878, 0.005533161583306866
ShapeNetV2/04256520/e5f51c7ccf8ec35d2f134420f7b0d7e6, 0.001144175935731379
ShapeNetV2/04256520/e61751c485c937fa717300ec93e59c63, 0.00012296866776651276
ShapeNetV2/04256520/e62a984beecfdd9a695c69bb6f9606c8, 0.005167950506500131
ShapeNetV2/04256520/e68758f3775f700df1783a44a88d6274, 0.0005498239691395196
ShapeNetV2/04256520/e6cc5fa521f970874c6deb9ede0648df, 0.000519167947816922
ShapeNetV2/04256520/e6e2ed3f41a3eb951197663c308adec2, 0.00020246816236622428
ShapeNetV2/04256520/e6ecc4e6734f056855f9a00acc25f137, 0.002697990915894217
ShapeNetV2/04256520/e708bde6a2ffa4cd1ed1d681aa8388f6, 0.000724001120344115
ShapeNetV2/04256520/e74d866f44f857e77b5d58e18a4bdcae, 0.0003325671007246433
ShapeNetV2/04256520/e76457b55a3c041cfe49db72b6ffb2c9, 0.00042883201311997557
ShapeNetV2/04256520/e78b5c9191f3007cd36a803949e62cea, 0.0001663716364825784
ShapeNetV2/04256520/e78c23ab7426227b4b3c42e318f3affc, 0.00015981919901267855
ShapeNetV2/04256520/e7eb561c782fd92163d467b618e97922, 0.013781556216544914
ShapeNetV2/04256520/e809c16325be020c795085b4d203932, 0.00022759034474621623
ShapeNetV2/04256520/e80ade8966a54fe419fb4103277a6b93, 0.0006896443135544804
ShapeNetV2/04256520/e817922063c3b24ca296c91af58589c8, 0.001174863829297776
ShapeNetV2/04256520/e8342d53ae929341b6feeb62eb9d939b, 0.00023119489685639402
ShapeNetV2/04256520/e8524ce4800693ad1aab7fc1a7e09451, 0.00027451251234663395
ShapeNetV2/04256520/e86d2ddb1e38d2e082db9fca4b68095, 0.001321407153896754
ShapeNetV2/04256520/e8aa02effc458838f2098a9f7fc86999, 0.0014594449028436016
ShapeNetV2/04256520/e8d6ed94c67d6f43708fed31e484f9c0, 0.000347415684310613
ShapeNetV2/04256520/e8dfcea40c6cee9b990561fc34164364, 0.0003176062157477273
ShapeNetV2/04256520/e8e8f3249b237cb3450fa717654492da, 0.00017726910744873207
ShapeNetV2/04256520/e8f21fec8246fd5a8bbe798b99a6a988, 0.000490587683576365
ShapeNetV2/04256520/e9017aa5115303957be8ee92c39a9d4b, 0.000510332196113862
ShapeNetV2/04256520/e91742c726572352593ebeeedbff73b, 0.00023580233229811122
ShapeNetV2/04256520/e92822b0b73f0ad6976792e9f0f98e95, 0.0005234136193659216
ShapeNetV2/04256520/e93e9beb358d9fb8c397356311cbeea4, 0.000693564753729953
ShapeNetV2/04256520/e963f9423720600cf506f5cb7d8ce57, 0.002044899181227745
ShapeNetV2/04256520/e9e54de1814ccae5bbb6a513934583ce, 0.029399456675812882
ShapeNetV2/04256520/e9ffbfa88c9bf2662f3a69b1a6aa6812, 0.0050307342576226145
ShapeNetV2/04256520/ea295fb4335e3499f51fa0238791f5dc, 0.0009919493299453263
ShapeNetV2/04256520/ea49f8fc66df2b1819fb4103277a6b93, 0.0005591998041051734
ShapeNetV2/04256520/ea9a266329617a165298386582afecd3, 0.0006216032589880256
ShapeNetV2/04256520/ea9aaecb6305da9ff51f77a6d7299806, 0.0005449977899924575
ShapeNetV2/04256520/eac135eb1aa4665c4b3c42e318f3affc, 0.0004974969707522945
ShapeNetV2/04256520/ead777f4e8c5bc346ad8177a9d42d3c9, 0.00038894026295302356
ShapeNetV2/04256520/eaeaa6879cb8f5193a9b2e04441ce376, 0.000697388589835613
ShapeNetV2/04256520/eaec2a137b0858aa599dcc439b161a52, 0.0010660874661734632
ShapeNetV2/04256520/eafc1a44c43b48b24b3c42e318f3affc, 0.00020881108782571568
ShapeNetV2/04256520/eb3b29fb1782c83de8a4454323586e35, 0.00036155084560932527
ShapeNetV2/04256520/eb568f8bbfee977c6b4fe272da0db543, 0.00042103696376013746
ShapeNetV2/04256520/eba5b24b9c3dc8cf9c0ca344f487323e, 0.0054535479816037735
ShapeNetV2/04256520/ebb29b67c390a28ae7c7920f6a65a54d, 0.0001723842711265055
ShapeNetV2/04256520/ebba3b7239bd43cbd4fd21ba7448467e, 0.0012750309220150727
ShapeNetV2/04256520/ebc8467a8de995924b3c42e318f3affc, 0.0056428417101790284
ShapeNetV2/04256520/ebdeea981de34c1b2d19175e7d19b7cb, 0.0012791726771860393
ShapeNetV2/04256520/ec4948183b308204e4d5ca1617e68f91, 0.01278230208148438
ShapeNetV2/04256520/ecb362a469c76e76febad4f49b26ec52, 0.0016963395002914418
ShapeNetV2/04256520/ecdefc9c1104da52bca88fbd368f59a, 0.0004973528814833232
ShapeNetV2/04256520/ece6da595e7754b3eb0f7c4d37fcbed7, 0.005641231304270774
ShapeNetV2/04256520/ecf29f5698798a74104d78b9947ee8, 0.0007612432792742166
ShapeNetV2/04256520/ed151b7e31cf582ffe00f644e4f1521a, 0.00047710103604609196
ShapeNetV2/04256520/ed1acc5b1cf032b94fb315ce917a9ec2, 0.00045097482154402154
ShapeNetV2/04256520/ed1aee9100f58e26b9b072e1f62798f5, 0.010944028142605845
ShapeNetV2/04256520/ed394e35b999f69edb039d8689a74349, 0.00432133903881013
ShapeNetV2/04256520/ed4ac116e03ebb8d663191fd557d3a61, 0.0038049057495674263
ShapeNetV2/04256520/ed6704f132eebc3ef13ce777d031b4b2, 0.00035490263714631947
ShapeNetV2/04256520/ed80dfdb4a552b189d4d5dcd2cc33826, 0.0023884593883190964
ShapeNetV2/04256520/ed90b3d1d41c46a82b09cb731e7a040f, 0.0002501482022424303
ShapeNetV2/04256520/eda8029bfa428c38f6ab3cbe0907fba9, 0.00017860981638313228
ShapeNetV2/04256520/ee3d0be16a4499b7d8ce2b7ddb5bbcea, 0.000858331634659574
ShapeNetV2/04256520/ee57ae3e04b1930aa6bb70ffc9e4e52, 0.002108852981234435
ShapeNetV2/04256520/ee5d770da5335578f7d7b7d6143367b0, 0.0010700616934945367
ShapeNetV2/04256520/ee5f19266a3ed535a6491c91cd8d7770, 0.000479807126175602
ShapeNetV2/04256520/ee63182f95899a7419fb4103277a6b93, 0.00024413182387768924
ShapeNetV2/04256520/ee7ffc0b1cead515b2cf0fffc23ad5, 0.004079655315293495
ShapeNetV2/04256520/ef05b57542cbf151e7e684d25d4dcaf0, 0.0004059464110172449
ShapeNetV2/04256520/ef185107fb8d70ced06d60299de4d22, 0.00043469021855478554
ShapeNetV2/04256520/ef479941cb60405f8cbd400aa99bee96, 0.00032381411391464525
ShapeNetV2/04256520/ef511c56878424e4a6380f3fc7269ff, 0.003365704933005991
ShapeNetV2/04256520/ef5eb51bbb7141c119fb4103277a6b93, 0.0008913716073222896
ShapeNetV2/04256520/ef6ec9f481a67015ee3907b60a74e8f8, 0.00032163341550083864
ShapeNetV2/04256520/ef99fe2058dbf199a2ebd6ecc07363e1, 0.0006153832451984639
ShapeNetV2/04256520/effb1b260f100f5919fb4103277a6b93, 0.0078019298229628515
ShapeNetV2/04256520/f05f6b3e7c0afdb352fc7e973ba7787, 0.0005810744226054061
ShapeNetV2/04256520/f094521e8579917eea65c47b660136e7, 0.0011369159978660195
ShapeNetV2/04256520/f0961a7006186493df6cfab91d65bb91, 0.0002620704053518412
ShapeNetV2/04256520/f0a02b63e1c84a3fbf7df791578d3fb5, 0.00036879184027518866
ShapeNetV2/04256520/f0e243acfc5605bdcadbe66b40c67b2a, 0.0004460956163926316
ShapeNetV2/04256520/f114b76d551b5e5affcd08faf4fccd0f, 0.0003403476148187459
ShapeNetV2/04256520/f1241a9c69cf35feb3104e94482ea9ce, 0.02641607811928606
ShapeNetV2/04256520/f125875fefd6a02af487e71bd57b6e0c, 0.000822632872899809
ShapeNetV2/04256520/f12c92ab5f422c07fe5adaeab9475bc5, 0.0010130341221866715
ShapeNetV2/04256520/f144cda19f9457fef9b7ca92584b5271, 0.0005794710111310465
ShapeNetV2/04256520/f15d3637d11e93f5dd17d7a192a3a64c, 0.0006342057757354001
ShapeNetV2/04256520/f16d8f18e03669308f00a5ba54aa8088, 0.0007910300108038476
ShapeNetV2/04256520/f178d79c569c05d47edb0bede88c064d, 0.005859573828898544
ShapeNetV2/04256520/f1c533e2cba193631b02cde7e81f0fc3, 0.00027210962845246035
ShapeNetV2/04256520/f1ce06c5259f771dc24182d0db4c6889, 0.0007337509981226459
ShapeNetV2/04256520/f1d1fdca528582dca6c4f2c64bf812b4, 0.0010138256125191826
ShapeNetV2/04256520/f20e7f4f41f323a04b3c42e318f3affc, 0.0004790663600027146
ShapeNetV2/04256520/f23636645d46b743ad4f8dd77b0e70fc, 0.00015632287173753478
ShapeNetV2/04256520/f2446f65ba438c2119fb4103277a6b93, 0.000553529612727682
ShapeNetV2/04256520/f2458aaf4ab3e0585d7543afa4b9b4e8, 0.002237228673115869
ShapeNetV2/04256520/f27962a9ea7a87a87140e995552e7616, 0.0013535248959399468
ShapeNetV2/04256520/f2a96143ed0936265d2b890291504877, 0.00038845699760458533
ShapeNetV2/04256520/f2ad41a5ffb961c4276813f95a6b7283, 0.00021406163598953066
ShapeNetV2/04256520/f2edaaa8bef11dedbac8a2db6cabda6a, 0.0007385404808269812
